"ID";"Name";"Type";"Picture";"Description";"Semantics";"global_id";
"32";"Флаг поселения Михайлово-Ярцевское в городе Москве";"Флаг";"d93b6de6-277c-41c2-8f33-930a94ac0a4f";"Прямоугольное красное полотнище с соотношением ширины к длине 2:3, несущее вдоль нижнего края зеленую выпуклую полосу и воспроизводящее в середине изображение сидящего желтого медведя, держащего желто-оранжевую исполинскую шишку (из герба поселения).";"Медведь - символ России, хозяин леса, символ силы, простодушия, уверенности и материнской заботы о потомстве. Шишка, как аллегория леса, символически указывает на название административного центра поселения - поселок Шишкин Лес. Образ медведя (Михайло-Потапыч) в сочетании с красным (ярким, ярым) полем герба - созвучны названию поселения (Михайлово-Ярцевское). Зеленый холм символически отражает рельеф местности поселения Михайлово-Ярцевское. Красный цвет - символ труда, мужества, жизнеутверждающей силы, красоты и праздника. Зеленый цвет символизирует весну, здоровье, природу, надежду. Золото - символ высшей ценности, величия, великодушия, богатства, урожая";"881466264";
"33";"Герб поселения Марушкинское в городе Москве";"Герб";"f24c38e1-1e6c-452d-b7b9-0fe41d83bc27";"Лазоревое и зелёное поле пересечено узким золотым поясом, изломанным в виде двух зубцов, обременённым четырьмя червлёными пятилучевыми звездами сообразно щиту и сопровождённым внизу ещё более узким серебряным волнистым поясом.";"Поселение Марушкинское объединяет в себе пятнадцать населённых пунктов. Золотым поясом, изломанным в форме литеры «М» - обозначена начальная буква в названии сельского поселения. Фигура представленная ломаным поясом, символически показывает монумент в деревне Крёкшино, поставленный в память о воинах, сражавшихся осенью 1941 года на линии обороны Москвы. Красные звёзды дополнят символику Великой Отечественной войны. Красный цвет - символ мужества, храбрости, силы, труда красоты и праздника. Серебряная волнистая полоса указывает на речку Незнайку, протекающую через поселение. Серебро - символ чистоты, совершенства, мира и взаимопонимания. Синий и зелёный цвета - основные цвета герба символизируют природные богатства Марушкинского сельского поселения. Зелёный цвет - символ природы, здоровья, молодости, жизненного роста. Синий цвет - символ воздушных просторов, чистого неба, а также чести благородства, возвышенных устремлений и духовности. Золото - символ богатства, урожая, стабильности, уважения и интеллекта.";"881466337";
"34";"Флаг поселения Марушкинское в городе Москве";"Флаг";"e3f9fec4-15e9-49bc-9bf4-e2258f6c3648";"Прямоугольное полотнище с соотношением сторон 2:3, воспроизводящее фигуры герба поселения Марушкинское, выполненные голубым, желтым, красным, зеленым и белым цветом.";"Поселение Марушкинское объединяет в себе пятнадцать населённых пунктов. Золотым поясом, изломанным в форме литеры «М» - обозначена начальная буква в названии сельского поселения. Фигура представленная ломаным поясом, символически показывает монумент в деревне Крёкшино, поставленный в память о воинах, сражавшихся осенью 1941 года на линии обороны Москвы. Красные звёзды дополнят символику Великой Отечественной войны. Красный цвет - символ мужества, храбрости, силы, труда красоты и праздника. Серебряная волнистая полоса указывает на речку Незнайку, протекающую через поселение. Серебро - символ чистоты, совершенства, мира и взаимопонимания. Синий и зелёный цвета - основные цвета герба символизируют природные богатства Марушкинского сельского поселения. Зелёный цвет - символ природы, здоровья, молодости, жизненного роста. Синий цвет - символ воздушных просторов, чистого неба, а также чести благородства, возвышенных устремлений и духовности. Золото - символ богатства, урожая, стабильности, уважения и интеллекта";"881466491";
"35";"Герб поселения Киевский в городе Москве";"Герб";"57fc50f4-67ce-4e35-a57b-094395b6be92";"В зеленом поле - четверочастно скошенная оконечность, в цвет поля и лазоревая; поверх деления оконечности - два молота накрест на длинных рукоятях; и поверх всего - стоящие на молотах два сообращенных и обернувшихся серебряных, с черными полосами на головах, бекаса, правый - с опущенным клювом, левый - с поднятым.";"Основой поселения Киевский является одноименный рабочий поселок, построенный для рабочих и служащих станции Бекасово-Сортировочная – крупнейшего железнодорожного узла не только в Подмосковье, но и в Европейской части России. Бекасы, стоящие на железнодорожных обходческих (путейных) молотках, гласно указывают на название станции Бекасово. Расположение фигур бекасов на гербе аллегорически показывает встречу и отправку железнодорожных составов: бекас с поднятым клювом – ожидание встречи, а бекас с опущенным клювом - грусть расставания. Положенные крест-накрест железнодорожные молотки символизируют труд работников станции Бекасово-Сортировочная. Перекрестье в гербе аллегорически показывает железнодорожные стрелки, разводящие в разные стороны железнодорожные пути от станции Бекасово-Сортировочная. Зеленый цвет поля щита – цвет, часто применяемый для покраски вагонов, локомотивов и др. железнодорожной техники (даже спортивное общество железнодорожников «Локомотив» также имеет на своем флаге зеленый цвет). Бекас, как болотная птица, в сочетании с лазурными клиньями герба – символизирует многочисленные небольшие озерца и болотца, расположенные среди лесов поселения. Зеленый цвет символизирует весну, здоровье, природу, надежду. Лазурь – символ возвышенных устремлений, искренности, преданности, возрождения. Золото – символ богатства, постоянства, творчества, уважения, великодушия. Серебро – символ чистоты, открытости, божественной мудрости, примирения.";"881466561";
"36";"Флаг поселения Киевский в городе Москве";"Флаг";"fa4814b8-9391-46d6-9f29-d2856daa52a0";"Прямоугольное двухстороннее зеленое полотнище (отношением ширины к длине 2:3) воспроизводящее два голубых равнобедренных треугольника, основания которых лежат на боковых краях вплотную к нижнему краю, со сходящимися остриями; поверх верхних граней треугольников - два перекрещенных молота на длинных рукоятях, на которых стоят два сообращенных и обернувшихся белых, с черными полосами на головах, бекаса, правый - с опущенным клювом, левый - с поднятым.";"Основой поселения Киевский является одноименный рабочий поселок, построенный для рабочих и служащих станции Бекасово-Сортировочная – крупнейшего железнодорожного узла не только в Подмосковье, но и в Европейской части России. Бекасы, стоящие на железнодорожных обходческих (путейных) молотках, гласно указывают на название станции Бекасово. Расположение фигур бекасов на гербе аллегорически показывает встречу и отправку железнодорожных составов: бекас с поднятым клювом – ожидание встречи, а бекас с опущенным клювом - грусть расставания. Положенные крест-накрест железнодорожные молотки символизируют труд работников станции Бекасово-Сортировочная. Перекрестье в гербе аллегорически показывает железнодорожные стрелки, разводящие в разные стороны железнодорожные пути от станции Бекасово-Сортировочная. Зеленый цвет поля щита – цвет, часто применяемый для покраски вагонов, локомотивов и др. железнодорожной техники (даже спортивное общество железнодорожников «Локомотив» также имеет на своем флаге зеленый цвет). Бекас, как болотная птица, в сочетании с лазурными клиньями герба – символизирует многочисленные небольшие озерца и болотца, расположенные среди лесов поселения. Зеленый цвет символизирует весну, здоровье, природу, надежду. Лазурь – символ возвышенных устремлений, искренности, преданности, возрождения. Золото – символ богатства, постоянства, творчества, уважения, великодушия. Серебро – символ чистоты, открытости, божественной мудрости, примирения";"881466616";
"37";"Герб поселения Внуковское в городе Москве";"Герб";"07174e62-d696-4ddd-b140-1fd47f807069";"В лазоревом поле вверху - серебряный с золотыми глазами, клювом и лапами голубь, летящий вправо с воздетыми и распростертыми крыльями; внизу - серебряная раскрытая книга, поверх нижнего края которой положено в левую перевязь золотое писарское перо.";"Писарское перо является символом письма, подписи, явного выражения мысли и волеизъявления, скрепления, и символизирует всех тех литераторов, которые проживали и проживают в настоящее время в Переделкино. Об этом же символизирует и раскрытая книга. Начатая запись на правом листе книги символизирует о начале новой страницы в истории поселения. Голубь символ Бога-духа, символизирует о начале новой страницы в истории поселения. Лазурь - символ чести, благородства, духовности и возвышенных устремлений. Серебро - символ чистоты, ясности, открытости. Золото - символ вечной ценности, величия, великодушия, богатства.";"881466628";
"38";"Флаг поселения Внуковское в городе Москве";"Флаг";"54594864-ab1b-4192-863a-7cfe9b2ac26b";"Прямоугольное голубое полотнище с соотношением ширины к длине 2:3 в середине которого белыми, серыми, желтыми и оранжевым цветами изображены фигуры из герба поселения: раскрытая книга с лежащим на ней пером и летящий и летящий вверху голубь.";"Писарское перо является символом письма, подписи, явного выражения мысли и волеизъявления, скрепления, и символизирует всех тех литераторов, которые проживали и проживают в настоящее время в Переделкино. Об этом же символизирует и раскрытая книга. Начатая запись на правом листе книги символизирует о начале новой страницы в истории поселения. Голубь символ Бога-духа, символизирует о начале новой страницы в истории поселения. Лазурь - символ чести, благородства, духовности и возвышенных устремлений. Серебро - символ чистоты, ясности, открытости. Золото - символ весной ценности, величия, великодушия, богатства. Примененные во флаге цвета символизируют:
Голубой - символ чести, благородства, духовности и возвышенных устремлений. Белый цвет (серебро) - символ чистоты, ясности и открытости. Желтый цвет (золото) - символ высшей ценности, величия, великодушия, богатства.";"881466669";
"39";"Герб муниципального округа Южнопортовый в городе Москве";"Герб";"b82b93e2-02e8-4208-890c-d94f0b933302";"В рассеченном червленом и зеленом поле тонкое пониженное узкое серебряное, вызубренное внутрь в один широкий зубец и заполненное лазурью, стропило. Сопровождаемое: в червлении - золотым руном, в зелени - золотой дубовой ветвью с тремя листами, положенными веерообразно, и двумя желудями ниже листьев, в лазури - золотым адмиралтейским якорем.";"Золотые шкура барана и ветвь дуба символизируют местности Кожухово и Дубровку, составляющие территорию современного муниципального округа Южнопортовый. Деревни Кожухово и Дубровка, известные с XIV века, вошли в состав города Москвы в 1917 и 1923 годах. Стропило, подобное шанцам, как символ укрепления, указывает на важную историческую роль Старого Симонова монастыря в деле защиты южных рубежей Москвы от набегов кочевников. Южный речной порт, давший наименование муниципальному округу Южнопортовый, аллегорически показан золотым якорем - символом судоходства, стабильности, непоколебимости, надежды, удачи. Примененные в гербе цвета символизируют: Червлень - символ храбрости, мужества, неустрашимости, великодушия, любви, огня, теплоты и животворных сил. Лазурь - символ мира, искренности, чести, славы, преданности, истины и добродетели. Зеленый - символ жизни, молодости, природы, роста. Серебро - символ чистоты, невинности, верности, надежности и доброты. Золото - символ солнечной энергии, богатства, силы, устойчивости и процветания.";"881466696";
"40";"Флаг муниципального округа Южнопортовый в городе Москве";"Флаг";"85c7000b-83dc-49d7-9ebc-22be7835b616";"Прямоугольное двухстороннее полотнище с отношением ширины к длине 2:3, воспроизводящее фигуры из герба муниципального округа Южнопортовый, выполненные, красным, зеленым, синим, желтым и белым цветом.";"Флаг муниципального округа Южнопортовый создан на основе герба муниципального округа Южнопортовый и повторяет его символику. Желтые (золотые) шкура барана и ветвь дуба символизируют местности Кожухово и Дубровку, составляющие территорию современного муниципального округа Южнопортовый. Деревни Кожухово и Дубровка, известные с XIV века, вошли в состав города Москвы в 1917 и 1923 годах. Стропило, подобное шанцам, как символ укрепления, указывает на важную историческую роль Старого Симонова монастыря в деле защиты южных рубежей Москвы от набегов кочевников. Южный речной порт, давший наименование муниципальному округу Южнопортовый, аллегорически показан золотым якорем - символом судоходства, стабильности, непоколебимости, надежды, удачи. Примененные в гербе цвета символизируют: Красный - символ храбрости, мужества, неустрашимости, великодушия, любви, огня, теплоты и животворных сил. Синий - символ мира, искренности, чести, славы, преданности, истины и добродетели. Зеленый - символ жизни, молодости, природы, роста. Белый (серебро) - символ чистоты, невинности, верности, надежности и доброты. Желтый (золото) - символ солнечной энергии, богатства, силы, устойчивости и процветания.";"881466715";
"41";"Герб поселения Десеновское в городе Москве";"Герб";"a6ffaf01-fce2-4b37-b391-85e6a3c1f557";"В щите пересеченном узким серебряным поясом на лазурь лазурь и червлень, две золотые шпаги накрест, дужками гард вверх с таковыми же темляками, поверх шпаг - золотой гренадерский кивер.";"В гербе отражены географические и исторические особенности поселения Десеновское. Золотые русские кивер и шпаги накрест напоминают об успешном арьергардном бое полков генерала М.А.Милорадовича с французским корпусом маршала Бесьера в сентябре 1812 года у Деревни Десна, в результате которого стал возможен знаменитый Кутузовский Тарутинский маневр, во многом определивший победу российского народа в Отечественной войне 1812 года. Также кивер показывает расположенный на территории муниципального образования военный городок, с которым связаны судьбы нескольких поколений военнослужащих. Серебряная полоса символизирует старую Калужскую дорогу и старинное занятие жителей - извоз. Серебро - символ чистоты, совершенства, мира и взаимопонимания. Лазурь - символ чести, благородства, духовности в гербе также указывает на реку Десну, по имени которой названо поселение. Красный цвет - символ мужества, воинской доблести, силы, труда, красоты.";"881466775";
"42";"Флаг поселения Десеновское в городе Москве";"Флаг";"8466da35-6801-41a9-a71e-04b60408accb";"Флаг поселения Десеновское представляет собой прямоугольное полотнище с отношением ширины к длине 2:3, разделенное по горизонтали на три полосы: голубую, белую и красную; в центре полотнища желтый кивер и две шпаги из герба поселения.";"Флаг поселения Десеновское разработан на основе герба поселения Десеновское, в котором отражены географические и исторические особенности поселения. Золотые русские кивер и шпаги накрест напоминают об успешном арьергардном бое полков генерала М.А. Милорадовича с французским корпусом маршала Бесьера в сентябре 1812 года у Деревни Десна, в результате которого стал возможен знаменитый Кутузовский Тарутинский маневр, во многом определивший победу российского народа в Отечественной войне 1812 года. Кивер также показывает расположенный на территории муниципального образования военный городок, с которым связаны судьбы нескольких поколений военнослужащих. Белая полоса символизирует старую Калужскую дорогу и старинное занятие жителей - извоз. Белый цвет (серебро) - символ чистоты, совершенства, мира и взаимопонимания. Голубой цвет - символ чести, благородства, духовности в гербе также указывает на реку Десну, по имени которой названо поселение. Красный цвет - символ мужества, воинской доблести, силы, труда, красоты.";"881466843";
"43";"Герб муниципального округа Головинский в городе Москве";"Герб";"30d2a1da-26a7-4041-8ec9-fee40fc7f644";"В червлёном поле голова древнерусского витязя натуральных цветов в серебряном шлеме, украшенном золотом, с серебряной кольчужной бармицей.";"Муниципальный округ Головинский (ранее район) возник на месте бывшей деревни Головино, известной с XVII века. Своё название деревня получила по прозвищу первого владельца Ивана Владимировича Ховрина, боярина Великого князя Ивана III - «Голова», ставшему родоначальником рода Ховриных-Головиных. Голова в шлеме и бармице в гербе муниципального округа Головинский делает этот герб «гласным». Красный цвет - символ знатного происхождения, а также символ труда, мужества, жизнеутверждающей силы, красоты и праздника. Золото - символ высшей ценности, величия, богатства. Серебро - символ чистоты, открытости, божественной мудрости, примирения.";"1031066773";
"44";"Флаг муниципального округа Головинский в городе Москве";"Флаг";"3c88c697-79b2-4bf6-8f83-a9b6f289a4ab";"Прямоугольное двухстороннее полотнище красного цвета с отношением ширины к длине 2:3, воспроизводящее в середине полотнища фигуры из герба муниципального округа Головинский.";"Муниципальный округ Головинский (ранее район) возник на месте бывшей деревни Головино, известной с XVII века. Своё название деревня получила по прозвищу первого владельца Ивана Владимировича Ховрина, боярина Великого князя Ивана III - «Голова», ставшему родоначальником рода Ховриных-Головиных. На флаге муниципального округа Головинского голова в шлеме и бармице «гласный символ» герба округа. Красный цвет - символ знатного происхождения и мужества, а также символ труда, мужества, жизнеутверждающей силы, красоты и праздника. Жёлтый цвет (золото) - символ высшей ценности, величия, богатства. Белый цвет (серебро) - символ чистоты, открытости, божественной мудрости, примирения.";"1031066795";
"45";"Герб городского округа Троицк в городе Москве";"Герб";"dc88306b-40c4-4c76-8a69-98e91a3670da";"В зеленом поле включенная, ограниченная еловыми вершинами, лазоревая вершина и оконечность в цвет поля, над которой положенное поверх вершины, вписанное серебряное острие, обремененное шестью лазоревыми поясами, расширяющимися и сближающимися книзу, и поверх поясов зеленым листом березы.";"Городской округ Троицк имеет богатую историю: в конце XVII века на месте с. Троицкое (Богородицкое) был основан город, получивший свое развитие в связи с основанием в 1797 году суконной фабрики, ставшей в начале XX в. крупным мануфактурным предприятием (ныне – Троицкая камвольная фабрика). На территории современного городского округа Троицк расположен многоотраслевой научно-производственный центр Российской Академии наук, что символически показано в гербе серебряным острием и шестью лазоревыми поясами. Острие (пирамида) символизирует знания, мудрость, точные науки. Пояса аллегорически показывают различные отрасли науки. Зеленое поле герба, еловые и лазоревая вершины символизируют географическое расположение городского округа в живописной местности на берегу реки Десна к юго-западу от Москвы. Зеленый лист – символ плодородия, роста, надежды, обновления, аллегорически показывает молодость городского округа Троицк.";"1031068779";
"46";"Флаг городского округа Троицк в городе Москве";"Флаг";"9aa62048-235a-4b3f-8404-14346e174597";"Прямоугольное двухстороннее полотнище с отношением ширины к длине 2:3, разделенное по горизонтали елеобразно на две неравные горизонтальные полосы – верхнюю голубую, составляющую 1:3 ширины полотнища и нижнюю зеленую, составляющую 2:3 ширины полотнища, воспроизводящую изображения фигур из герба городского округа Троицк - белого отвлеченного острия, обремененного шестью голубыми поясами, расширяющимися и сближающимися книзу, и поверх поясов - зеленым листом березы, составляющих 2:3 ширины флага.";"Флаг городского округа Троицк создан на основе герба городского округа Троицк и повторяет его символику. Городской округ Троицк имеет богатую историю: в конце XVII века на месте с. Троицкое (Богородицкое) был основан город, получивший свое развитие в связи с основанием в 1797 году суконной фабрики, ставшей в начале XX в. крупным мануфактурным предприятием (ныне – Троицкая камвольная фабрика). На территории современного городского округа Троицк расположен многоотраслевой научно-производственный центр Российской Академии наук, что символически показано в гербе серебряным острием и шестью лазоревыми поясами. Острие (пирамида) символизирует знания, мудрость, точные науки. Пояса аллегорически показывают различные отрасли науки.
Еловые вершины символизируют жизненную силу, долголетие, самообладание. Зеленое поле флага, еловые и лазоревая вершины символизируют географическое расположение городского округа в живописной местности на берегу реки Десна к юго-западу от Москвы. Зеленый лист - символ плодородия, роста, надежды, обновления, аллегорически показывает молодость городского округа Троицк. Примененные во флаге цвета символизируют: Синий цвет - символ возвышенных устремлений, искренности и добродетели; Зеленый цвет - символ весны, молодости, здоровья и надежды; Белый цвет - символ веры, чистоты, искренности, благородства.";"1031068785";
"47";"Герб поселения Кокошкино в городе Москве";"Герб";"18ee609d-f546-456a-a661-0dc9ab8b7ca0";"В лазоревом (синем, голубом) поле под золотой главой, обременённой червлёным (красным) кокошником с развевающимися лентами, серебряный якорь, сопровождённый наклонёнными к якорю парами золотых стрел.";"Посёлок Кокошкино назван по фамилии землевладельцев Кокошкиных, имевших здесь усадьбу в конце XIX - начале XX века. Владелец усадьбы Фёдор Фёдорович Кокошкин (1871-1918) - магистр, приват-доцент, профессор кафедры государственного права Московского университета. Он стал одним из основателей партии «кадетов» (конституционных демократов), был членом 1-й Государственной Думы (её секретарь), но был расстрелян после начала Октябрьской революции. Его дед, также Фёдор Фёдорович (1773-1838) (в этом роду все старшие сыновья носили имя Фёдор) - действительный статский советник, московский прокурор, драматург, директор императорских театров в Москве, председатель Московского общества любителей российской словесности. В основу герба городского поселения положены фигуры из родового герба Кокошкиных (в лазурном поле якорь и четыре стрелы). Фигура кокошника (истинно русского женского головного убора), аллегорически указывает на название поселения, что делает герб гласным. Кокошник является символом скромности и целомудрия. Лазурь - символ возвышенных устремлений, искренности, преданности, возрождения. Золото - символ высшей ценности, величия, великодушия, богатства, урожая. Красный цвет - символ красоты, праздника, мужества, жизнеутверждающей силы. Серебро - символ чистоты, открытости, невинности, освобождения.";"1031068925";
"48";"Флаг поселения Кокошкино в городе Москве";"Флаг";"3bf9928b-e517-46a2-aac4-4847bbdc84b6";"Прямоугольное голубое полотнище с соотношением ширины к длине 2:3, вдоль верхнего края которого жёлтая полоса шириной в 3:10 ширины полотнища; в середине полотнища фигуры из герба поселения: на жёлтом полотнище красный кокошник, на голубом полотнище белый якорь и четыре жёлтые стрелы.";"Посёлок Кокошкино назван по фамилии землевладельцев Кокошкиных, имевших здесь усадьбу в конце XIX - начале XX века. Владелец усадьбы Фёдор Фёдорович Кокошкин (1871-1918) - магистр, приват-доцент, профессор кафедры государственного права Московского университета. Он стал одним из основателей партии «кадетов» (конституционных демократов), был членом 1-й Государственной Думы (её секретарь), но был расстрелян после начала Октябрьской революции. Его дед, также Фёдор Фёдорович (1773-1838) (в этом роду все старшие сыновья носили имя Фёдор) - действительный статский советник, московский прокурор, драматург, директор императорских театров в Москве, председатель Московского общества любителей российской словесности. В основу герба городского поселения положены фигуры из родового герба Кокошкиных (в лазурном поле якорь и четыре стрелы). Фигура кокошника (истинно русского женского головного убора), аллегорически указывает на название поселения, что делает герб гласным. Кокошник является символом скромности и целомудрия. Лазурь - символ возвышенных устремлений, искренности, преданности, возрождения. Золото - символ высшей ценности, величия, великодушия, богатства, урожая.
Красный цвет - символ красоты, праздника, мужества, жизнеутверждающей силы. Серебро - символ чистоты, открытости, невинности, освобождения.";"1031071438";
"49";"Герб муниципального округа Бирюлево Западное в городе Москве";"Герб";"98403458-4858-442f-99e0-22bc592808ea";"В скошенном слева червленом и зеленом поле, поверх деления, вверху слева - выходящее сияющее солнце, имеющее попеременно более и менее длинные лучи, а внизу справа - колесо о двенадцати спицах; все фигуры - золотые.";"Солнце символизирует расположение муниципального округа на юго- западе Москвы. Солнце - символ тепла, энергии, жизни. Старинное паровозное колесо символизирует построенную на рубеже XIX-XX столетий железную дорогу, которая проходит по территории муниципального округа до настоящего времени. Строительство дороги и последующее ее использование способствовали активному заселению прилегающей к ней местности и стремительному росту многих предприятий. Железная дорога и сейчас играет огромную роль в жизни муниципального округа. Примененные в гербе цвета символизируют:
червлень (красный цвет) - символ труда, мужества, жизнеутверждающей силы, красоты и праздника; зеленый цвет символизирует весну и природу, здоровье, молодость и надежду;
золото (желтый цвет) - символ высшей ценности, величия, богатства, урожая.";"1031071467";
